,BB,ID,start_date,end_date,title,title_tokens,title_len,title_len_norm,title_uniques,title_unique_norm,title_normalized_diffs,title_word_counts,title_pos_tags,description,desc_tokens,desc_len,desc_len_norm,desc_uniques,desc_unique_norm,desc_normalized_diffs,desc_word_counts,desc_pos_tags
0,4,1,2001-01-20,2001-01-20,George W. Bush is inaugurated the 43rd president of the United States,"['George', 'W.', 'Bush', 'is', 'inaugurated', 'the', '43rd', 'president', 'of', 'the', 'United', 'States']",69,0.7758620689655172,23,0.8333333333333334,0.05747126436781613,<FreqDist with 11 samples and 12 outcomes>,"[('George', 'NNP'), ('W.', 'NNP'), ('Bush', 'NNP'), ('is', 'VBZ'), ('inaugurated', 'VBN'), ('the', 'DT'), ('43rd', 'CD'), ('president', 'NN'), ('of', 'IN'), ('the', 'DT'), ('United', 'NNP'), ('States', 'NNPS')]","George W. Bush is inaugurated the 43rd president of the United States. Colin Powell, secretary of state-designate, declares that the incoming administration is prepared to encourage dialogue and possibly augment commercial ties. ","['George', 'W.', 'Bush', 'is', 'inaugurated', 'the', '43rd', 'president', 'of', 'the', 'United', 'States', '.', 'Colin', 'Powell', ',', 'secretary', 'of', 'state-designate', ',', 'declares', 'that', 'the', 'incoming', 'administration', 'is', 'prepared', 'to', 'encourage', 'dialogue', 'and', 'possibly', 'augment', 'commercial', 'ties', '.']",229,0.6,33,0.6666666666666666,0.06666666666666665,<FreqDist with 30 samples and 36 outcomes>,"[('George', 'NNP'), ('W.', 'NNP'), ('Bush', 'NNP'), ('is', 'VBZ'), ('inaugurated', 'VBN'), ('the', 'DT'), ('43rd', 'CD'), ('president', 'NN'), ('of', 'IN'), ('the', 'DT'), ('United', 'NNP'), ('States', 'NNPS'), ('.', '.'), ('Colin', 'NNP'), ('Powell', 'NNP'), (',', ','), ('secretary', 'NN'), ('of', 'IN'), ('state-designate', 'JJ'), (',', ','), ('declares', 'VBZ'), ('that', 'IN'), ('the', 'DT'), ('incoming', 'JJ'), ('administration', 'NN'), ('is', 'VBZ'), ('prepared', 'JJ'), ('to', 'TO'), ('encourage', 'VB'), ('dialogue', 'NN'), ('and', 'CC'), ('possibly', 'RB'), ('augment', 'JJ'), ('commercial', 'JJ'), ('ties', 'NNS'), ('.', '.')]"
1,4,2,2001-06-01,2001-06-30,Bush administration policy review on Iran fails to materialize,"['Bush', 'administration', 'policy', 'review', 'on', 'Iran', 'fails', 'to', 'materialize']",62,0.6551724137931034,23,0.8333333333333334,0.17816091954022995,<FreqDist with 9 samples and 9 outcomes>,"[('Bush', 'NNP'), ('administration', 'NN'), ('policy', 'NN'), ('review', 'NN'), ('on', 'IN'), ('Iran', 'NNP'), ('fails', 'NNS'), ('to', 'TO'), ('materialize', 'VB')]",A promised Bush administration policy review on Iran fails to materialize.,"['A', 'promised', 'Bush', 'administration', 'policy', 'review', 'on', 'Iran', 'fails', 'to', 'materialize', '.']",74,0.10793650793650794,25,0.3333333333333333,0.22539682539682537,<FreqDist with 12 samples and 12 outcomes>,"[('A', 'DT'), ('promised', 'JJ'), ('Bush', 'NNP'), ('administration', 'NN'), ('policy', 'NN'), ('review', 'NN'), ('on', 'IN'), ('Iran', 'NNP'), ('fails', 'NNS'), ('to', 'TO'), ('materialize', 'VB'), ('.', '.')]"
2,4,3,2001-06-08,2001-06-08,President Mohammad Khatami wins a major re-election victory,"['President', 'Mohammad', 'Khatami', 'wins', 'a', 'major', 're-election', 'victory']",59,0.603448275862069,22,0.75,0.14655172413793105,<FreqDist with 8 samples and 8 outcomes>,"[('President', 'NNP'), ('Mohammad', 'NNP'), ('Khatami', 'NNP'), ('wins', 'VBZ'), ('a', 'DT'), ('major', 'JJ'), ('re-election', 'NN'), ('victory', 'NN')]","President Mohammad Khatami wins a major re-election victory as voters turn out in huge numbers, but power nevertheless begins to shift to hardliners. ","['President', 'Mohammad', 'Khatami', 'wins', 'a', 'major', 're-election', 'victory', 'as', 'voters', 'turn', 'out', 'in', 'huge', 'numbers', ',', 'but', 'power', 'nevertheless', 'begins', 'to', 'shift', 'to', 'hardliners', '.']",150,0.3492063492063492,29,0.5,0.1507936507936508,<FreqDist with 24 samples and 25 outcomes>,"[('President', 'NNP'), ('Mohammad', 'NNP'), ('Khatami', 'NNP'), ('wins', 'VBZ'), ('a', 'DT'), ('major', 'JJ'), ('re-election', 'NN'), ('victory', 'NN'), ('as', 'IN'), ('voters', 'NNS'), ('turn', 'VBP'), ('out', 'RP'), ('in', 'IN'), ('huge', 'JJ'), ('numbers', 'NNS'), (',', ','), ('but', 'CC'), ('power', 'NN'), ('nevertheless', 'RB'), ('begins', 'VBZ'), ('to', 'TO'), ('shift', 'VB'), ('to', 'TO'), ('hardliners', 'NNS'), ('.', '.')]"
3,4,4,2001-06-21,2001-06-21,46-count indictment for the Khobar Towers attack ,"['46-count', 'indictment', 'for', 'the', 'Khobar', 'Towers', 'attack']",49,0.43103448275862066,23,0.8333333333333334,0.4022988505747127,<FreqDist with 7 samples and 7 outcomes>,"[('46-count', 'JJ'), ('indictment', 'NN'), ('for', 'IN'), ('the', 'DT'), ('Khobar', 'NNP'), ('Towers', 'NNP'), ('attack', 'NN')]","A federal grand jury in Alexandria, Virginia, hands up a 46-count indictment for the 1996 Khobar Towers attack. ","['A', 'federal', 'grand', 'jury', 'in', 'Alexandria', ',', 'Virginia', ',', 'hands', 'up', 'a', '46-count', 'indictment', 'for', 'the', '1996', 'Khobar', 'Towers', 'attack', '.']",112,0.22857142857142856,35,0.75,0.5214285714285715,<FreqDist with 19 samples and 21 outcomes>,"[('A', 'DT'), ('federal', 'JJ'), ('grand', 'JJ'), ('jury', 'NN'), ('in', 'IN'), ('Alexandria', 'NNP'), (',', ','), ('Virginia', 'NNP'), (',', ','), ('hands', 'VBZ'), ('up', 'RP'), ('a', 'DT'), ('46-count', 'JJ'), ('indictment', 'NN'), ('for', 'IN'), ('the', 'DT'), ('1996', 'CD'), ('Khobar', 'NNP'), ('Towers', 'NNP'), ('attack', 'NN'), ('.', '.')]"
4,4,5,2001-09-11,2001-09-11,Terrorist attacks level the World Trade Center and strike the Pentagon ,"['Terrorist', 'attacks', 'level', 'the', 'World', 'Trade', 'Center', 'and', 'strike', 'the', 'Pentagon']",71,0.8103448275862069,20,0.5833333333333334,0.22701149425287348,<FreqDist with 10 samples and 11 outcomes>,"[('Terrorist', 'JJ'), ('attacks', 'NNS'), ('level', 'VBP'), ('the', 'DT'), ('World', 'NNP'), ('Trade', 'NNP'), ('Center', 'NNP'), ('and', 'CC'), ('strike', 'VB'), ('the', 'DT'), ('Pentagon', 'NNP')]","Terrorist attacks level the World Trade Center and strike the Pentagon, as a fourth plane is forced down over Pennsylvania. Later, the U.S. sends a message through the Swiss thanking Iranian leaders for their supportive remarks and asking for their help, in particular information about Osama bin Laden and the Taliban. ","['Terrorist', 'attacks', 'level', 'the', 'World', 'Trade', 'Center', 'and', 'strike', 'the', 'Pentagon', ',', 'as', 'a', 'fourth', 'plane', 'is', 'forced', 'down', 'over', 'Pennsylvania', '.', 'Later', ',', 'the', 'U.S.', 'sends', 'a', 'message', 'through', 'the', 'Swiss', 'thanking', 'Iranian', 'leaders', 'for', 'their', 'supportive', 'remarks', 'and', 'asking', 'for', 'their', 'help', ',', 'in', 'particular', 'information', 'about', 'Osama', 'bin', 'Laden', 'and', 'the', 'Taliban', '.']",320,0.8888888888888888,34,0.7083333333333334,0.18055555555555547,<FreqDist with 44 samples and 56 outcomes>,"[('Terrorist', 'JJ'), ('attacks', 'NNS'), ('level', 'VBP'), ('the', 'DT'), ('World', 'NNP'), ('Trade', 'NNP'), ('Center', 'NNP'), ('and', 'CC'), ('strike', 'VB'), ('the', 'DT'), ('Pentagon', 'NNP'), (',', ','), ('as', 'IN'), ('a', 'DT'), ('fourth', 'JJ'), ('plane', 'NN'), ('is', 'VBZ'), ('forced', 'VBN'), ('down', 'RP'), ('over', 'IN'), ('Pennsylvania', 'NNP'), ('.', '.'), ('Later', 'NNP'), (',', ','), ('the', 'DT'), ('U.S.', 'NNP'), ('sends', 'VBZ'), ('a', 'DT'), ('message', 'NN'), ('through', 'IN'), ('the', 'DT'), ('Swiss', 'JJ'), ('thanking', 'NN'), ('Iranian', 'JJ'), ('leaders', 'NNS'), ('for', 'IN'), ('their', 'PRP$'), ('supportive', 'JJ'), ('remarks', 'NNS'), ('and', 'CC'), ('asking', 'VBG'), ('for', 'IN'), ('their', 'PRP$'), ('help', 'NN'), (',', ','), ('in', 'IN'), ('particular', 'JJ'), ('information', 'NN'), ('about', 'IN'), ('Osama', 'NNP'), ('bin', 'NN'), ('Laden', 'NNP'), ('and', 'CC'), ('the', 'DT'), ('Taliban', 'NNP'), ('.', '.')]"
5,4,6,2001-09-26,2001-09-26,Khamenei says Iran will not join the U.S. in a coalition to fight terrorism,"['Khamenei', 'says', 'Iran', 'will', 'not', 'join', 'the', 'U.S.', 'in', 'a', 'coalition', 'to', 'fight', 'terrorism']",75,0.8793103448275862,23,0.8333333333333334,0.04597701149425282,<FreqDist with 14 samples and 14 outcomes>,"[('Khamenei', 'NNP'), ('says', 'VBZ'), ('Iran', 'NNP'), ('will', 'MD'), ('not', 'RB'), ('join', 'VB'), ('the', 'DT'), ('U.S.', 'NNP'), ('in', 'IN'), ('a', 'DT'), ('coalition', 'NN'), ('to', 'TO'), ('fight', 'VB'), ('terrorism', 'NN')]","Ayatollah Khamenei says Iran will not join the U.S. in a coalition to fight terrorism. Two days later, however, Akbar Hashemi Rafsanjani declares: ""[D]espite all our differences, we are willing to join the U.S.-led coalition, under the umbrella of the United Nations, if America does not impose its own view."" ","['Ayatollah', 'Khamenei', 'says', 'Iran', 'will', 'not', 'join', 'the', 'U.S.', 'in', 'a', 'coalition', 'to', 'fight', 'terrorism', '.', 'Two', 'days', 'later', ',', 'however', ',', 'Akbar', 'Hashemi', 'Rafsanjani', 'declares', ':', '``', '[', 'D', ']', 'espite', 'all', 'our', 'differences', ',', 'we', 'are', 'willing', 'to', 'join', 'the', 'U.S.-led', 'coalition', ',', 'under', 'the', 'umbrella', 'of', 'the', 'United', 'Nations', ',', 'if', 'America', 'does', 'not', 'impose', 'its', 'own', 'view', '.', ""''""]",310,0.8571428571428571,41,1.0,0.1428571428571429,<FreqDist with 51 samples and 63 outcomes>,"[('Ayatollah', 'NNP'), ('Khamenei', 'NNP'), ('says', 'VBZ'), ('Iran', 'NNP'), ('will', 'MD'), ('not', 'RB'), ('join', 'VB'), ('the', 'DT'), ('U.S.', 'NNP'), ('in', 'IN'), ('a', 'DT'), ('coalition', 'NN'), ('to', 'TO'), ('fight', 'VB'), ('terrorism', 'NN'), ('.', '.'), ('Two', 'CD'), ('days', 'NNS'), ('later', 'RB'), (',', ','), ('however', 'RB'), (',', ','), ('Akbar', 'NNP'), ('Hashemi', 'NNP'), ('Rafsanjani', 'NNP'), ('declares', 'VBZ'), (':', ':'), ('``', '``'), ('[', 'FW'), ('D', 'NNP'), (']', 'NNP'), ('espite', 'RB'), ('all', 'DT'), ('our', 'PRP$'), ('differences', 'NNS'), (',', ','), ('we', 'PRP'), ('are', 'VBP'), ('willing', 'JJ'), ('to', 'TO'), ('join', 'VB'), ('the', 'DT'), ('U.S.-led', 'JJ'), ('coalition', 'NN'), (',', ','), ('under', 'IN'), ('the', 'DT'), ('umbrella', 'NN'), ('of', 'IN'), ('the', 'DT'), ('United', 'NNP'), ('Nations', 'NNP'), (',', ','), ('if', 'IN'), ('America', 'NNP'), ('does', 'VBZ'), ('not', 'RB'), ('impose', 'VB'), ('its', 'PRP$'), ('own', 'JJ'), ('view', 'NN'), ('.', '.'), (""''"", ""''"")]"
6,4,7,2001-09-22,2001-12-21,Meetings between senior U.S. diplomats and Iranians,"['Meetings', 'between', 'senior', 'U.S.', 'diplomats', 'and', 'Iranians']",51,0.46551724137931033,21,0.6666666666666666,0.2011494252873563,<FreqDist with 7 samples and 7 outcomes>,"[('Meetings', 'NNS'), ('between', 'IN'), ('senior', 'JJ'), ('U.S.', 'NNP'), ('diplomats', 'NNS'), ('and', 'CC'), ('Iranians', 'NNS')]","Numerous meetings between senior U.S. diplomats and Iranians take place during this period. ""We have contacts with the Iranians at an interesting level,"" Secretary of State Colin Powell says in late October. ","['Numerous', 'meetings', 'between', 'senior', 'U.S.', 'diplomats', 'and', 'Iranians', 'take', 'place', 'during', 'this', 'period', '.', '``', 'We', 'have', 'contacts', 'with', 'the', 'Iranians', 'at', 'an', 'interesting', 'level', ',', ""''"", 'Secretary', 'of', 'State', 'Colin', 'Powell', 'says', 'in', 'late', 'October', '.']",208,0.5333333333333333,34,0.7083333333333334,0.17500000000000004,<FreqDist with 35 samples and 37 outcomes>,"[('Numerous', 'JJ'), ('meetings', 'NNS'), ('between', 'IN'), ('senior', 'JJ'), ('U.S.', 'NNP'), ('diplomats', 'NNS'), ('and', 'CC'), ('Iranians', 'NNS'), ('take', 'VBP'), ('place', 'NN'), ('during', 'IN'), ('this', 'DT'), ('period', 'NN'), ('.', '.'), ('``', '``'), ('We', 'PRP'), ('have', 'VBP'), ('contacts', 'NNS'), ('with', 'IN'), ('the', 'DT'), ('Iranians', 'NNS'), ('at', 'IN'), ('an', 'DT'), ('interesting', 'JJ'), ('level', 'NN'), (',', ','), (""''"", ""''""), ('Secretary', 'NNP'), ('of', 'IN'), ('State', 'NNP'), ('Colin', 'NNP'), ('Powell', 'NNP'), ('says', 'VBZ'), ('in', 'IN'), ('late', 'JJ'), ('October', 'NNP'), ('.', '.')]"
7,4,8,2001-11-13,2001-11-13,Kabul falls to Northern Alliance forces,"['Kabul', 'falls', 'to', 'Northern', 'Alliance', 'forces']",39,0.25862068965517243,18,0.4166666666666667,0.15804597701149425,<FreqDist with 6 samples and 6 outcomes>,"[('Kabul', 'NNP'), ('falls', 'VBZ'), ('to', 'TO'), ('Northern', 'NNP'), ('Alliance', 'NNP'), ('forces', 'NNS')]",Kabul falls to Northern Alliance forces.,"['Kabul', 'falls', 'to', 'Northern', 'Alliance', 'forces', '.']",40,0.0,19,0.08333333333333333,0.08333333333333333,<FreqDist with 7 samples and 7 outcomes>,"[('Kabul', 'NNP'), ('falls', 'VBZ'), ('to', 'TO'), ('Northern', 'NNP'), ('Alliance', 'NNP'), ('forces', 'NNS'), ('.', '.')]"
8,4,9,2001-12-05,2001-12-06,Agreement establishes the Transitional Islamic Republic of Afghanistan,"['Agreement', 'establishes', 'the', 'Transitional', 'Islamic', 'Republic', 'of', 'Afghanistan']",70,0.7931034482758621,22,0.75,0.0431034482758621,<FreqDist with 8 samples and 8 outcomes>,"[('Agreement', 'NN'), ('establishes', 'VBZ'), ('the', 'DT'), ('Transitional', 'NNP'), ('Islamic', 'NNP'), ('Republic', 'NNP'), ('of', 'IN'), ('Afghanistan', 'NNP')]","The Bonn conference results in an agreement establishing the Transitional Islamic Republic of Afghanistan. U.S. representative James Dobbins later writes that all delegations were helpful, but ""[n]one more so than the Iranians."" ","['The', 'Bonn', 'conference', 'results', 'in', 'an', 'agreement', 'establishing', 'the', 'Transitional', 'Islamic', 'Republic', 'of', 'Afghanistan', '.', 'U.S.', 'representative', 'James', 'Dobbins', 'later', 'writes', 'that', 'all', 'delegations', 'were', 'helpful', ',', 'but', '``', '[', 'n', ']', 'one', 'more', 'so', 'than', 'the', 'Iranians', '.', ""''""]",229,0.6,35,0.75,0.15000000000000002,<FreqDist with 37 samples and 40 outcomes>,"[('The', 'DT'), ('Bonn', 'NNP'), ('conference', 'NN'), ('results', 'NNS'), ('in', 'IN'), ('an', 'DT'), ('agreement', 'NN'), ('establishing', 'VBG'), ('the', 'DT'), ('Transitional', 'NNP'), ('Islamic', 'NNP'), ('Republic', 'NNP'), ('of', 'IN'), ('Afghanistan', 'NNP'), ('.', '.'), ('U.S.', 'NNP'), ('representative', 'JJ'), ('James', 'NNP'), ('Dobbins', 'NNP'), ('later', 'RB'), ('writes', 'VBZ'), ('that', 'IN'), ('all', 'DT'), ('delegations', 'NNS'), ('were', 'VBD'), ('helpful', 'JJ'), (',', ','), ('but', 'CC'), ('``', '``'), ('[', 'JJ'), ('n', 'NN'), (']', 'VBD'), ('one', 'CD'), ('more', 'JJR'), ('so', 'RB'), ('than', 'IN'), ('the', 'DT'), ('Iranians', 'NNPS'), ('.', '.'), (""''"", ""''"")]"
9,4,10,2002-01-01,2002-01-31,Hadley tasks the CIA to study the stability of Iranian government,"['Hadley', 'tasks', 'the', 'CIA', 'to', 'study', 'the', 'stability', 'of', 'Iranian', 'government']",65,0.7068965517241379,24,0.9166666666666666,0.20977011494252873,<FreqDist with 10 samples and 11 outcomes>,"[('Hadley', 'NNP'), ('tasks', 'VBZ'), ('the', 'DT'), ('CIA', 'NNP'), ('to', 'TO'), ('study', 'VB'), ('the', 'DT'), ('stability', 'NN'), ('of', 'IN'), ('Iranian', 'JJ'), ('government', 'NN')]","Deputy National Security Advisor Stephen Hadley tasks the CIA to study the stability of the Iranian government, but the document is never finalized because of administration differences of view. I Based on documents, memoirs, scholarly monographs and press accounts. ","['Deputy', 'National', 'Security', 'Advisor', 'Stephen', 'Hadley', 'tasks', 'the', 'CIA', 'to', 'study', 'the', 'stability', 'of', 'the', 'Iranian', 'government', ',', 'but', 'the', 'document', 'is', 'never', 'finalized', 'because', 'of', 'administration', 'differences', 'of', 'view', '.', 'I', 'Based', 'on', 'documents', ',', 'memoirs', ',', 'scholarly', 'monographs', 'and', 'press', 'accounts', '.']",267,0.7206349206349206,34,0.7083333333333334,0.012301587301587258,<FreqDist with 36 samples and 44 outcomes>,"[('Deputy', 'NNP'), ('National', 'NNP'), ('Security', 'NNP'), ('Advisor', 'NNP'), ('Stephen', 'NNP'), ('Hadley', 'NNP'), ('tasks', 'VBZ'), ('the', 'DT'), ('CIA', 'NNP'), ('to', 'TO'), ('study', 'VB'), ('the', 'DT'), ('stability', 'NN'), ('of', 'IN'), ('the', 'DT'), ('Iranian', 'JJ'), ('government', 'NN'), (',', ','), ('but', 'CC'), ('the', 'DT'), ('document', 'NN'), ('is', 'VBZ'), ('never', 'RB'), ('finalized', 'VBN'), ('because', 'IN'), ('of', 'IN'), ('administration', 'NN'), ('differences', 'NNS'), ('of', 'IN'), ('view', 'NN'), ('.', '.'), ('I', 'PRP'), ('Based', 'VBD'), ('on', 'IN'), ('documents', 'NNS'), (',', ','), ('memoirs', 'NNS'), (',', ','), ('scholarly', 'RB'), ('monographs', 'NN'), ('and', 'CC'), ('press', 'NN'), ('accounts', 'NNS'), ('.', '.')]"
